GCODE,1500,1800,ARFT,ARSW,BIAN,BINO,BKOK,BLMP,BUCK,CABI,CAVI,CECN,CHIM,DIPS,FNCH,GATE,GATR,H-B,HORS,KNOL,KOUT,LA2,LAMB,LHAY,LODO,LOLF,MACR,MCFL,MISH,MLF1,MLF2,MPHF,PHOB,PIPE,PLAN,PLQE,R1,RE03,RE33,ROBH,SHAN,SHIL,SHW,SOHA,SOSP,STR2,STRO,UA2,WGAT,WOLF,Y,Y2K,RE30,RE29,RE28,RE27,RE21,RE22,RE23,RE24,RE01,RE02,RE04,RE05,RE06,RE07,RE08,RE09,RE10,RE11,R12A,RE13,RE14,RE15,RE17,RE18,RE19,RE20,RE31,RE32,RE34,CHGO,DICK,MIKE,BINE,A1,R16,LANE,SECA,WNCH,BRAD,AMAD,MOST,DUMP,1600,JAIM,AVEQ,MONA,BISO,UPBA,AARD,WMRD,SHAA
RE32,1889.4509784589873,2032.9006370209047,2515.012723625867,2789.8745491506984,2489.4646010738934,2505.817431498244,2401.7297932949186,1637.3530468414642,1525.5638301952495,1843.4492127530934,1696.0955161778909,2208.662264811242,2071.182512479284,2268.4975203865665,1958.4343236370084,2222.1811357312886,1776.2370337316117,2317.24685780356,2086.5018571762644,1667.2459326682651,2762.671352151754,2668.258045991804,2752.396773723061,2453.2366375871693,2044.289852247074,1933.4624382180275,1840.1535262037241,1938.2737164807245,1398.9324501207457,1879.3192916585515,1855.276798755377,3253.484286115202,2345.618042222561,2071.373698780594,1602.6203542952255,1634.9902140379922,1945.0863734035051,1102.053537719576,984.7121406788013,834.0053956659992,1390.4103710775462,1448.8619672004645,1686.3510903722129,2739.578434723124,2553.0532701063084,2417.324140449518,2450.141628559345,2789.040157473441,2334.4885949601676,2003.3796445007622,1523.9018997295268,3180.2798618991787,1962.0499483954202,2083.5748126717217,1907.633350515764,1820.9667761933495,2491.9394053629353,2597.6652979165733,2422.4755932723037,2331.207626960756,1257.7221473758595,1158.664748751527,1183.6405704437684,1363.3081089762145,1426.287839112315,1535.9713538994179,1714.8574284761985,2567.1784121872015,2616.7525675921293,2257.4591912147603,2420.489619890984,786.2887510324308,894.1616185008166,1107.438485876656,1441.084313979946,1541.6941979523694,1644.4391141054753,1800.234706920473,832.1586387223333,0.0,2038.2700998642124,2000.4284541067695,1736.292890039005,2394.356907397057,2352.2935616117306,2681.197493658384,679.2414887210587,1819.1495265645428,2122.8895402257745,1024.7794884754476,2865.896369375452,2172.5149021349143,2294.5125844065446,2132.1838569879474,1970.8962428296422,1736.5465729429775,320.887830869293,1028.7297993156415,797.2132713396084,1575.6884209766854,1102.005898350821,1601.2576307390389,1472.8682901060774
RE34,711.1680532758629,587.7159177698409,639.215143750428,1730.203745227232,1995.407978334261,1948.4106343376388,1797.8723536447185,1064.8455287039753,1999.4404217181338,1596.803056109377,1362.6169674561277,1289.8945693355474,2289.863314698144,798.7314943083285,582.326368971923,192.3798326227454,931.3951900242353,724.7068372797376,261.6199533674834,1185.3269591127307,1847.812219896793,2006.7730315110305,1656.1778286166514,679.6741866511832,1030.6425180439628,392.09437639431684,1320.1401440756933,686.2841976907379,1054.3533563282695,575.9201333519057,587.4087163126562,1451.166771945495,1791.9556356115595,163.2727778902127,1702.141298482973,1457.6974994834331,456.57200965457054,1002.6609596468788,1057.7338984829785,1529.0421838524765,798.2493344815123,818.1760201815828,396.30922270368893,862.0005800461386,915.930128339493,383.1879434427848,413.6580713582272,2047.5663603409494,300.0599940009576,349.00573061197656,1136.410137230115,1405.6930674940809,1559.4373985508519,1959.11229897632,1956.1768836177152,1822.214312313538,556.2670222114556,664.1159537308688,606.0833276043006,620.5320297937279,926.4987857522638,1033.4006967290259,1110.1801655590866,704.7268974574476,615.33730587401,523.8597140457489,324.00154320631674,1713.3084952803895,1905.716925464002,1924.1343508185896,1717.1409377217685,1405.048397742939,1485.2238888465058,1353.9678725880892,1165.8734922793474,1010.2643218485891,873.0366544425007,938.6160024210205,1210.4366980557572,2038.2700998642124,0.0,2143.646659316863,1106.8992727435384,860.0755780743864,1868.4779902369842,1857.3123054564467,1630.4189645610656,718.5554954212685,1366.2448536042664,1254.4201847866946,1720.5908868757053,1697.2000471361173,1508.9628888743855,94.11163583733317,687.3725336381074,1467.336703009994,1717.757258753516,1501.8841499930238,1308.2606773882192,1500.5682257066057,1906.6226684901274,503.401430272197,846.6888448539846
CHGO,1451.2770238654452,1624.9409220030125,2775.9007547100814,3762.171979056382,3800.5247006170084,3780.471531436302,3635.0878943981993,1083.9635602727733,480.23431780746364,552.2544703304809,782.2135258358467,1074.2313531076272,146.57762448614045,1605.4286032085015,2563.587525324553,2295.8556139269735,1215.2448312993538,1725.7940201543038,1950.3025406331194,960.2879776403917,3833.5812238688773,3895.7906771283283,3695.47425914495,1936.016528855061,1212.388139170061,1762.040010896461,836.9808838916215,2630.185734886417,1180.7802505119369,1577.2333372079097,1561.7586241157755,2368.240274972188,3602.440561619303,2294.3524140811496,504.69991083767184,699.5605763620474,2456.4293191541256,1550.154830976607,1868.0321196382324,1264.114314451031,1491.9922922052915,1417.4910934464456,1821.4285602244606,2179.163142125894,1815.5013081792022,2417.281530976481,2424.142735071423,3976.8798070848957,2357.6083220079236,2408.6054056237604,1039.7908443532965,2282.6953366578855,630.2079022039243,275.04545078950133,187.49133313302778,323.81785003300854,2679.5559333591937,2777.797868816232,2749.7290775638244,2753.3021991782884,1448.7998481501381,1413.2183129301854,1287.5173785230122,1703.1420962445213,1831.0535218829068,1795.1584888252655,1970.316218275635,3660.0542345708486,3807.796738272672,3633.4914338690824,3593.7039388352514,1428.5909141528305,1228.4986772479651,1114.7672402788755,1045.1076499580568,1161.4409154149857,1277.4419751988737,1211.2146795672686,1734.9034555266776,2000.4284541067695,2143.646659316863,0.0,1037.3374571469017,1675.839192762838,3652.4781997980494,3805.5677631596577,1376.6353910894488,1429.5541262925303,929.6590772966184,1293.0293886837994,3781.497058044541,629.4958300100782,934.3200736364386,2190.974668954436,1502.598416077962,676.4732071560558,1869.05671396028,2533.3805478056393,2058.4520883421114,679.1818607707364,902.2178229230456,2142.4658690396914,1368.1889489394366
DICK,422.23453198419946,609.2158894841795,1738.7334470815244,2765.5793244811643,2882.4754985949144,2852.5164329062445,2702.368035631002,109.00458705901296,963.4292916452146,490.5527494571812,262.3909297210306,478.2572529510608,1183.7651794169315,683.2642241475841,1559.4338716341383,1259.302981811764,179.61347388201767,786.2836638263457,917.2115350343125,105.23307464857939,2853.301946867874,2949.8318596150525,2695.9000352391104,990.4044628332407,330.40883765430965,725.3192400591618,227.771815640127,1636.738219752933,355.6079301698884,541.4886887091918,525.0190472735251,1641.7323167921334,2678.154028430777,1259.6269288960125,630.1468082917137,373.2505860678587,1444.5372961609542,783.3039001562175,1114.461753493558,923.943721229816,574.1254218374239,479.0093944798995,807.6738203016558,1273.2497791085611,960.092703857405,1387.8879637780565,1397.5711073143038,3017.8485714163603,1324.7195929707198,1385.24257803462,212.92721761223868,1558.8537455452124,473.7140487673879,859.6912236378827,850.0176468756399,717.8641932844959,1643.4393812977366,1743.1110119553487,1712.8633921010746,1720.2540510052577,613.8615479080239,655.6256553861813,576.1475505455358,784.2920374452431,889.6122750951496,816.884936818357,959.7213137156015,2690.793934882417,2855.931546798697,2745.4094412309432,2646.783897487666,953.0041972624509,860.7020390355771,641.8792721374168,296.73051747363684,227.771815640127,261.5434954266689,180.29420401089115,1079.2872648183552,1736.292890039005,1106.8992727435384,1037.3374571469017,0.0,793.2212806020776,2738.5580147223463,2837.7859327299516,1081.6579866112947,393.0852324878156,426.59231122935165,715.5221869376239,2775.282508142133,656.7937271315839,613.8574753149138,1153.8115097363175,486.5562660165831,362.6086044207997,1468.326939070451,1825.585385568147,1389.0802712586483,435.4870836201689,1035.4515923016393,1170.6122329789655,424.00471695489426
MIKE,504.9059318329508,390.1281840626232,1325.5044322822916,2558.766304295422,2855.483321611247,2808.226842689169,2657.8444273508517,845.5258718690192,1729.0193752529206,1151.4208613708543,1016.8308610579775,615.4429299296877,1815.9570479501986,125.89678312014172,1442.1324488409593,894.3310349082157,664.1603721994791,135.44740676734065,601.1031525453847,897.7627749021644,2689.5865853324003,2863.1178809123458,2483.2198855522797,284.6278271708513,488.4854143164231,582.3881866933772,886.4536084872124,1545.3103248215227,1030.3557638018392,537.4923255266069,557.9292069788066,869.0943562120897,2651.9526768025103,1012.096833311912,1385.550071271404,1137.3319656107446,1315.805456745031,1306.00344563089,1549.7951477533252,1650.5150711217393,1014.0710034312193,946.5991759979511,876.5894135801051,504.5047076093542,168.26764394867607,912.6932672042673,901.0244169831992,2898.5448073127923,890.8748509194401,1208.6955778855154,972.0010288060122,791.161803931596,1047.341873506274,1426.9817798416348,1504.7265532315166,1399.380219954534,1210.743986150707,1279.226328684647,1349.0400290577,1415.5769141943506,1139.1093011648265,1235.694541543581,1223.294731452631,1114.4227205148977,1131.7923837878361,1003.791312973355,973.6041289969965,2565.120659930055,2761.4997736737187,2780.0649272993605,2576.0855964039706,1621.6809180599196,1589.27656498169,1381.912081139614,1049.2935718854915,897.1109184487724,763.6209792822615,646.0108358223412,1610.3381632436851,2394.356907397057,860.0755780743864,1675.839192762838,793.2212806020776,0.0,2728.094573140748,2707.1573652080147,1799.0975515518885,575.2112655364114,750.523150875441,1392.5358164155061,2535.271385867768,1087.4897700665688,812.352755888721,836.3785028323002,424.4443426410582,1085.7536553012383,2091.269470919518,2180.338047184427,1845.4896369256587,1210.2037018617982,1827.73739908117,1244.2945792697162,921.6615430840109
BINE,2466.9191312242183,2414.212086789394,1630.0680967370658,677.8679812472229,148.94629904767692,153.94154734843212,128.12884140592953,2649.2931132667063,3321.0612761585717,3184.200056529112,2930.8642070210917,3077.754051252784,3783.8076061026145,2658.918953259012,1286.1516240319309,1872.5405202558368,2606.888758654673,2592.6484528373776,2127.224717795466,2769.5591706980194,536.3357157601944,322.89936512789865,700.2578096670853,2532.6770421828364,2806.3103891052283,2194.364600516514,2964.405505324803,1182.8457211318812,2485.4080147939903,2338.6872386020323,2336.5754856199273,3201.815891021402,87.36704184073076,1722.6259025104666,3148.4804271271446,2976.4045423967486,1412.2903384219549,2105.7647067039106,1811.536640534715,2524.4920281117943,2184.3168268362538,2272.0145246014604,1967.1169258582925,2640.402431448661,2778.422933968133,1952.0832461757361,1984.3500195277709,452.55054966257904,1924.52019994547,1521.4154593667045,2646.0434614717615,3179.288756939645,3206.372561009887,3557.6308127741418,3479.201345136553,3342.9156435662567,1723.3284654992945,1741.551032843999,1541.5475990056227,1421.2452286639348,2206.320466296809,2240.08057890739,2365.9945054886007,1967.6935737049798,1851.279017328318,1924.2185426812202,1823.5144638856036,404.9493795525559,303.64617567161946,159.1257364476281,237.60681808399355,2332.5284564179947,2528.30773443424,2563.7513529986,2620.625307058924,2541.9811171603933,2479.124240533338,2625.3018874031254,1984.4518134743355,2352.2935616117306,1868.4779902369842,3652.4781997980494,2738.5580147223463,2728.094573140748,0.0,420.5246722845165,2501.8816918471584,2438.3617451067425,3113.40087364284,2386.364599134005,793.4488011206673,3394.901176764488,3284.956164091083,1902.5743086670755,2480.8411879844302,3034.1359560837086,2170.895667691103,1329.4036256908585,1719.2707756487923,2979.7437809315084,3017.4167759857105,1575.6233687020513,2326.490919818945
A1,2518.92377812433,2435.3137374884577,1483.1456435562895,289.25421345274435,382.89685295128766,312.27071588596294,311.9775632957089,2758.761497484402,3513.341002521674,3306.9649227048053,3053.209458913259,3126.276539272078,3942.8914517140843,2655.232004929136,1296.3892162464447,1818.0574798394027,2689.209921147882,2573.5067514968655,2118.405532470117,2883.0006937213043,117.63077828527702,208.4922060893404,338.66207345931645,2481.1469122162034,2857.3121985530106,2221.1548797866394,3065.5441605039714,1207.2800006626467,2625.147614897529,2384.372663825854,2386.7400361162086,3073.141064122699,375.6168260341914,1698.3477264682872,3307.7539207145846,3113.1085750419948,1421.220953968805,2286.827059486508,2027.6474052457204,2753.5753122077485,2314.898917879569,2394.3635897666004,2036.5166338623897,2542.846043314459,2732.3705824796148,1856.5570284804073,1883.7223786959592,192.00260414900688,1846.598223761268,1511.979497215488,2774.445710407285,3061.457169388919,3311.3797728435075,3683.435353036619,3625.5792640625027,3487.4271318552305,1590.457166980631,1582.3997598584247,1414.0155586131293,1314.0292995211332,2360.722135279853,2411.7653285504557,2536.310115108625,2102.435016831621,1975.4495690855288,2024.6174947377735,1885.4951604286869,147.05441169852742,133.7235955244997,577.8183105440671,261.70594185077266,2563.2186797071404,2748.8661298797365,2754.0878707844695,2761.0968834862892,2660.7504580475033,2576.3384870781247,2704.7271581441246,2215.982851919563,2681.197493658384,1857.3123054564467,3805.5677631596577,2837.7859327299516,2707.1573652080147,420.5246722845165,0.0,2751.745082670268,2501.5205375930855,3180.7269609320447,2582.389784676202,402.4350879333486,3485.1727360343166,3341.175840927861,1871.0264562533582,2518.5908758669,3159.455965827028,2470.4438872397,1652.9624920124472,1988.0445166041932,3126.540900100301,3244.512444112366,1670.746539724084,2446.503014508668
R16,1302.892934971908,1471.3830228733782,2205.957841845578,2791.589690480728,2649.4816474170943,2647.0153002958577,2517.5402678011656,990.4958354281465,927.2432259121659,1165.9373911149776,1018.9175629064752,1544.0654131223484,1468.2302271782855,1674.4151217664034,1741.202458073051,1822.7857800630331,1148.67097116614,1741.7835686446192,1605.3052669196597,1003.4430726251477,2810.0427043018403,2790.2007096264597,2739.110256999824,1904.8792612656582,1402.786512624168,1422.8000562271566,1166.0840449984726,1758.4174703408744,770.6990333459023,1324.7226124740228,1299.4633507721562,2668.0848937016735,2471.7145870832255,1709.7567078388668,938.2520983194388,955.7510136013459,1685.372362417279,629.3210627335975,741.6259164835996,158.61904047118682,862.5288400975355,889.6887096057811,1238.6512826457958,2199.8902245339427,1964.5177525287029,2010.6180641782764,2037.6783357535917,2894.646437822686,1928.4195601579315,1705.4925974626804,869.3043195565616,2590.0874502612714,1282.9173784772718,1425.2455928716286,1260.7370859937453,1161.4615792181849,2154.8190179225007,2265.2937999297133,2131.4513834474387,2070.028502219233,722.4029346561599,611.2454498807854,582.0189000367718,928.0829704289447,1036.9194761406332,1107.53284375685,1318.3174883160732,2617.9480514326483,2718.418841900563,2445.523461347284,2505.815835212157,227.98464860611,221.50395030337495,440.4100362165423,785.2547357383947,909.7911848330913,1035.4771846834676,1170.8911136397428,542.5541447631585,679.2414887210587,1630.4189645610656,1376.6353910894488,1081.6579866112947,1799.0975515518885,2501.8816918471584,2751.745082670268,0.0,1233.9286851354093,1450.5381759884847,411.3635861376162,2844.4586479679197,1494.1385477922727,1618.6380077089505,1718.646269597092,1387.9254302735433,1057.3083750732328,492.7149277219029,1234.39134799301,785.4934754662193,897.1248519576302,539.0658586851888,1309.368168239934,896.4128513135005
LANE,70.327803889968,250.12796724876648,1346.421182245734,2409.694793951701,2578.006400302373,2542.117621196961,2390.5256744072194,373.7512541786883,1334.1664064126335,879.8329386877944,654.2239677661086,641.2815294397628,1576.0837541196852,449.34841715532946,1208.0935394247863,866.4040627790246,214.3105223735785,507.86809311091,525.1295078359242,481.815317315418,2508.4337742902444,2627.028739850404,2338.1798476597132,679.7242087788252,371.1091483647393,332.48759375351136,601.5878988144625,1294.2410903691784,479.16698550708685,148.60013458944107,132.23085872821065,1439.0875581421128,2372.066820306713,875.1182777202176,1012.8716601823107,758.9888009713977,1087.133846405308,736.033287290644,1006.429828651688,1090.5576555139119,446.9272871508295,372.6043478007201,471.36503900950794,975.4347748568327,735.669762869287,996.8074036643187,1007.9171592942545,2686.0845109563916,932.2156402894893,1015.6283769174629,477.55418540704176,1363.578013903339,841.8628154274036,1240.5986458158013,1242.4532184352054,1110.9135879986345,1250.4211290602132,1350.0637022007518,1323.2191806348637,1336.6173723246304,565.4042801395343,660.4945117109779,653.2090017750269,587.2529267700082,645.9055658531191,536.1315137170119,618.3922703268533,2354.646470279562,2530.085571675393,2461.2787326916064,2326.1824949904512,1048.6968103316508,1031.2807571170908,835.4070863955468,536.455962777874,367.7662300973269,214.11445537375565,220.09543384667796,1044.5233362636388,1819.1495265645428,718.5554954212685,1429.5541262925303,393.0852324878156,575.2112655364114,2438.3617451067425,2501.5205375930855,1233.9286851354093,0.0,679.5859033264301,823.7718130647588,2412.271336313508,991.1458015847925,846.709513351539,761.5569578173388,154.1460346554526,755.6937210272426,1517.0616335534953,1680.2172478581454,1302.2211793700792,812.5398451768381,1334.347780752829,865.27741216329,346.56024007378574
SECA,664.0067770738091,786.0947780007192,1958.2239402070438,3083.365044881536,3254.329116730513,3219.759152483324,3068.3497193116905,535.4073215781875,1060.696469306842,443.64963653766245,440.40890090942077,148.09794056619765,1067.3935544118674,693.6692295323471,1885.992841980019,1481.4469278377812,511.11838159079883,815.2453618390912,1129.6415360635426,464.24670165804156,3186.108127480924,3306.413918431871,3010.996512784864,1021.0396662226203,337.0000000000605,976.3365198536824,285.3506614676055,1973.4996833037496,778.393216825105,800.4554953275042,795.6783269638554,1468.7205316192876,3048.6193596446246,1528.631086953291,728.4641377582403,536.3552926931923,1763.6022794269688,1209.8900776516477,1540.2941277560935,1292.3873258431468,989.8267525178333,893.6537360745492,1149.2501903419675,1251.2593655993148,885.9531590327965,1566.9294815019596,1566.5943954960903,3365.589547167004,1520.2042625913523,1685.9567016978817,618.0396427418193,1382.6380582061095,313.8470965294539,676.4732071560558,766.4156835556016,677.4215821775979,1851.4259369470487,1938.8978828189997,1953.3642773430663,1985.191426538005,1039.8196959088948,1081.1345892167806,995.050249987042,1191.3290897145,1284.003504668114,1193.5510043567926,1297.7411143983995,3033.91512735607,3209.6171111208887,3130.740806901779,3005.2850114423422,1352.193033556902,1230.5710056717573,1015.4526084457526,694.3025277215613,654.31567305086,653.7644835871707,490.6373406086655,1504.0119680370597,2122.8895402257745,1366.2448536042664,929.6590772966184,426.59231122935165,750.523150875441,3113.40087364284,3180.7269609320447,1450.5381759884847,679.5859033264301,0.0,1120.332539918394,3081.522026531649,345.793290854196,187.3606148580859,1388.8311632448344,678.9079466319422,445.1539059696096,1871.7812372176402,2250.5157186742777,1815.6103656897315,613.1313073070074,1276.7478216155296,1537.822486504863,840.0815436610901
WNCH,893.1483639350215,1060.024528018102,1857.8078479756728,2582.846685345104,2535.2729636076665,2521.7093409035615,2381.5257714331524,613.7703153463884,935.200513259055,931.7263546771659,724.9531019309923,1192.457127112201,1413.817527122931,1267.2560909303218,1452.281653123707,1445.8907289280196,753.6982154681381,1331.559236384282,1205.1344323352478,656.5135185199878,2626.0616900598507,2649.3848342587003,2523.534228022623,1493.5343986664652,1019.5577472611261,1017.4340273452623,848.124990788504,1488.8398167700916,374.6104643495846,913.6180821327914,888.3383364461988,2260.708074917937,2343.353366438788,1350.9344913799484,793.8419238114934,702.8911722308085,1376.72800509033,303.58689036263064,579.255556727811,280.0071427660373,463.56013633616084,480.3935886333205,858.1777205219047,1788.62544989162,1556.7690901351855,1628.0433040923697,1652.8124515502718,2741.5955208600076,1547.2743777365085,1376.5932587369443,505.88733923641615,2183.6439728126097,1018.9411170421439,1261.057096249016,1137.0426553124557,1011.1562688328644,1796.0058463157625,1906.4626930522402,1792.7523532267362,1746.6110042021378,328.34433145697034,221.74083972074368,170.79227148793808,574.7782180981816,700.692514588145,742.9676978174972,958.0882005327067,2441.2259215402414,2567.8490999277974,2355.1596548854177,2352.454250352172,238.59798825631114,231.14497615133234,179.32372960698552,426.339066940473,517.2890874549743,630.1753724162822,777.2322690164248,445.6467210690387,1024.7794884754476,1254.4201847866946,1293.0293886837994,715.5221869376239,1392.5358164155061,2386.364599134005,2582.389784676202,411.3635861376162,823.7718130647588,1120.332539918394,0.0,2621.933828302991,1236.8548823523713,1300.8616375310635,1338.5144750804902,977.9023468629166,794.8012330136385,753.4056012534019,1247.1383243249322,774.0930176664817,670.600477184441,690.4056778445554,1006.3622608186378,485.10617394545704
BRAD,2418.66595461217,2308.3043560154315,1239.2114428135267,116.07756027731276,782.2863925697802,709.8908366782231,668.6822862912552,2707.8487771664522,3532.926973488056,3259.18471400435,3009.1317684669843,3010.2984901837604,3923.4027323229884,2500.0569993501845,1218.5930411749446,1642.6944329362987,2613.644964412726,2406.120736787691,1973.35247738458,2833.3875485004505,294.069719624358,604.3351719037141,115.24755962685407,2286.833618783823,2748.4877660268967,2105.831189815512,3000.5901086285794,1152.8334658569916,2606.971039348467,2281.8073976564688,2288.334328720299,2803.5523893798495,727.3857298571614,1557.3236657804555,3296.3182491989533,3082.162390270767,1330.7595575459338,2319.0178955754654,2103.912545710788,2823.9484768670113,2296.0760004842364,2365.1141621494066,1968.311459093347,2307.0622011553965,2537.6132487043456,1641.8483486607258,1663.33760854494,533.9672274587646,1648.3546341726615,1396.8607661466706,2741.7193510637017,2800.7259773142114,3246.207941583067,3633.600143108702,3596.8793418739456,3458.6347017283515,1353.698637068071,1322.018532396578,1192.7489258012188,1120.0736582921406,2364.045896339578,2430.9179336205334,2550.825944670042,2094.8663441850886,1962.602608782532,1986.688198988006,1816.7581016744602,392.10330271487237,535.5109709426076,952.1029356113697,574.7660393585099,2639.2877827169727,2810.3161743831465,2784.010416647447,2740.5784061029053,2621.10759031362,2517.781960376972,2626.0413172686203,2301.9057322142744,2865.896369375452,1720.5908868757053,3781.497058044541,2775.282508142133,2535.271385867768,793.4488011206673,402.4350879333486,2844.4586479679197,2412.271336313508,3081.522026531649,2621.933828302991,0.0,3403.342621599653,3229.100493945602,1714.610742996755,2404.9403319001062,3116.49675116141,2623.9559828624165,1855.921603947644,2120.208716140838,3105.41462610061,3304.5557946567415,1645.2039387260686,2413.5005697119045
AMAD,987.2345212760154,1125.0999955555744,2299.2042101558277,3400.4448238420487,3538.463084447368,3507.6750134522176,3357.1888537878167,751.4572509455256,884.0644772863933,330.41186419339164,515.2329570204142,472.05508153119587,755.016556109976,1037.8689705349996,2196.784923472917,1820.4488457516782,795.9729894909995,1159.2583836227025,1467.9022447012203,640.0499980470275,3496.1364389847477,3602.2839976876858,3329.1477888492723,1363.0058693928047,677.4835791365018,1305.245570763965,434.41224660407164,2279.5126672159568,958.0735879869663,1123.8878947648996,1115.8337689813275,1739.0138009803143,3333.8489767829874,1858.167376744758,610.7708244499424,542.7504030395011,2077.3179823989913,1395.8384577015615,1734.5815057236007,1343.7417906721887,1225.1701922585544,1131.9593632277404,1448.7763802602526,1581.7487158203353,1212.353083882628,1911.1580259095922,1911.4656680145674,3667.2921890676353,1862.8419149245406,2006.543545502642,785.5927698241554,1653.5709842638964,217.91970998512272,357.61012289932825,498.9308569330521,461.0910972897199,2193.6136852232444,2282.520098487276,2290.9589695143454,2317.637590305729,1242.5811844699936,1256.8631588204023,1149.1857987279245,1438.7021929498492,1546.3427821794626,1471.579083841572,1600.2240468130071,3338.121927071726,3507.390055297082,3402.128892325638,3299.6207357811654,1446.7525704136917,1287.6125193546907,1093.786542245842,840.4671320164757,866.2759375621572,915.8804507135019,780.9020425115026,1662.5140600900095,2172.5149021349143,1697.2000471361173,629.4958300100782,656.7937271315839,1087.4897700665688,3394.901176764488,3485.1727360343166,1494.1385477922727,991.1458015847925,345.793290854196,1236.8548823523713,3403.342621599653,0.0,305.36044275567565,1725.1240535099673,1012.899303978047,444.3703410440613,1958.201726073784,2445.021063303492,1987.8757506439324,597.0167501833766,1196.522461134467,1823.9586069860127,1076.736736625533
MOST,822.8250117734385,921.9029233059194,2080.463650247223,3235.0857793877967,3424.7151706382824,3388.6033996323795,3236.951961336485,722.5821752571545,1145.7037138806875,535.3886438840481,600.1666435252893,219.6110197594681,1060.2230897315903,782.1924315665551,2044.876768903173,1610.4176476926723,692.2152844310862,900.5559394063972,1262.6741464051602,647.1205451850052,3342.9658987192793,3471.4557465132693,3161.929157967139,1094.8068322768177,483.8935833424831,1124.822208173363,455.34272806315903,2135.1920288348774,964.5102384107529,956.8035326021743,954.9282695574574,1433.9218946651908,3218.7699513944763,1672.1868914687736,833.8177258847937,680.0272053381394,1920.844866198205,1397.1034321051175,1727.641745270093,1461.424305258401,1175.7912229643491,1079.6226192517458,1318.0743529866652,1293.8632076073575,923.3119732789019,1679.7202147976907,1675.8263633204285,3527.442274509933,1639.5136473970251,1837.9951033667091,801.9258070423916,1348.4005339659998,392.1887300779256,662.9509785798646,795.0402505533918,734.5883200813909,1970.6572507669225,2052.8002825409003,2083.0631291441937,2123.088552086323,1227.1792860051373,1267.7933585569474,1179.7919308077671,1375.2472504971486,1464.819784137288,1370.583817211219,1464.1379716406511,3194.686995622576,3373.7827434498504,3305.796424464156,3171.4214478684476,1530.205868502603,1400.5116922039601,1188.4006058560872,876.1415410769638,841.6133316434573,837.9880667408098,670.543809157445,1690.2224705637248,2294.5125844065446,1508.9628888743855,934.3200736364386,613.8574753149138,812.352755888721,3284.956164091083,3341.175840927861,1618.6380077089505,846.709513351539,187.3606148580859,1300.8616375310635,3229.100493945602,305.36044275567565,0.0,1523.5130455627875,825.360527284895,581.0077452151563,2049.937803934549,2437.729476377557,2002.7303862477345,752.6021525347904,1405.8723270624541,1710.5934642690531,1026.364944841746
DUMP,746.0730527234659,603.2752274045405,584.9316199351853,1730.5189972948665,2025.8356300549165,1976.3463765241074,1826.923643724599,1119.0446818606674,2063.3780555196377,1641.275418691208,1412.783068980914,1303.903754117315,2337.4680746482936,787.8026402596021,620.6971886516269,110.4943437466371,975.8329775121159,702.4820282398591,260.86394921491166,1236.8625631003863,1855.6403207518422,2027.2525742985258,1655.6255615330115,631.5963901100132,1051.8673870787497,429.2842880889074,1361.1572282436734,726.6367730854254,1124.535459645648,614.772315577076,629.3266242580239,1379.5448524781384,1824.1282849624365,180.23595645708434,1759.6840625524146,1511.7622167523568,499.4326781459139,1092.0998122881197,1151.8446075750585,1614.5850860205542,879.2002047315503,893.2597606519618,481.1195277682406,790.287289534635,875.8498729805395,292.24647132172527,321.26313202719865,2062.2941109356743,209.77368757775153,383.4709897762802,1197.3825620908121,1337.4199041441975,1596.6289487538595,1998.3643311468506,2003.7607142570691,1871.3887891082388,492.2296212136084,596.4704519085585,566.1271941887264,599.9408304158003,1010.1965155355817,1118.2593616866452,1190.9815279846086,795.0402505532754,708.4864148310563,614.029315261083,417.5739455473725,1728.762852446801,1925.4801998462617,1964.894399198084,1742.3667811342134,1494.0234268577094,1569.590073872793,1432.7944723512849,1231.4300629753343,1071.9911380230715,929.759108586735,980.9164082635469,1303.9171752836999,2132.1838569879474,94.11163583733317,2190.974668954436,1153.8115097363175,836.3785028323002,1902.5743086670755,1871.0264562533582,1718.646269597092,761.5569578173388,1388.8311632448344,1338.5144750804902,1714.610742996755,1725.1240535099673,1523.5130455627875,0.0,712.2359159716674,1516.0191291669112,1811.6205452577535,1587.5077952564516,1401.6294089380401,1557.8684154959942,1983.5102722194306,591.5893846241665,918.5058519138569
